,FPR,FPR,FNR,FNR,Recall,Recall,F1,F1
,mean,std,mean,std,mean,std,mean,std
source,,,,,,,,
combined_llmdriven,0.008333333333333333,0.002886751345948129,0.335,0.008660254037844393,0.665,0.008660254037844362,0.7947996326965393,0.005657458510259812
offical_no_think,0.015,0.0,0.04666666666666667,0.015275252316519466,0.9533333333333333,0.015275252316519468,0.96862930768282,0.00798480676437423
