source_file,pretty_source_name,threshold,mean_cluster_count,std_cluster_count,min_cluster_count,max_cluster_count,sample_size,seed_count,mode
stage3_condition_results_20260601_215323_reloop2.csv,Claude + CRS Reference (R2),0.5,502.0,0.0,502,502,800,1,random_sample
stage3_condition_results_20260601_215323_reloop2.csv,Claude + CRS Reference (R2),0.55,442.0,0.0,442,442,800,1,random_sample
stage3_condition_results_20260601_215323_reloop2.csv,Claude + CRS Reference (R2),0.6,383.0,0.0,383,383,800,1,random_sample
stage3_condition_results_20260601_215323_reloop2.csv,Claude + CRS Reference (R2),0.65,327.0,0.0,327,327,800,1,random_sample
stage3_condition_results_20260601_215323_reloop2.csv,Claude + CRS Reference (R2),0.7,260.0,0.0,260,260,800,1,random_sample
stage3_condition_results_20260601_215323_reloop2.csv,Claude + CRS Reference (R2),0.75,200.0,0.0,200,200,800,1,random_sample
stage3_condition_results_20260601_215323_reloop2.csv,Claude + CRS Reference (R2),0.8,135.0,0.0,135,135,800,1,random_sample
stage3_condition_results_20260601_215323_reloop2.csv,Claude + CRS Reference (R2),0.85,80.0,0.0,80,80,800,1,random_sample
stage3_condition_results_20260601_215323_reloop2.csv,Claude + CRS Reference (R2),0.9,39.0,0.0,39,39,800,1,random_sample
stage3_condition_results_20260601_215323_reloop2.csv,Claude + CRS Reference (R2),0.95,11.0,0.0,11,11,800,1,random_sample
stage3_condition_results_20260601_215323_reloop2.csv,Claude + CRS Reference (R2),1.0,1.0,0.0,1,1,800,1,random_sample
stage3_condition_results_20260603_195710_reloop3.csv,Claude + CRS Reference (R3),0.0,800.0,0.0,800,800,800,1,random_sample
stage3_condition_results_20260603_195710_reloop3.csv,Claude + CRS Reference (R3),0.05,795.0,0.0,795,795,800,1,random_sample
stage3_condition_results_20260603_195710_reloop3.csv,Claude + CRS Reference (R3),0.1,786.0,0.0,786,786,800,1,random_sample
stage3_condition_results_20260603_195710_reloop3.csv,Claude + CRS Reference (R3),0.15,774.0,0.0,774,774,800,1,random_sample
stage3_condition_results_20260603_195710_reloop3.csv,Claude + CRS Reference (R3),0.2,759.0,0.0,759,759,800,1,random_sample
stage3_condition_results_20260603_195710_reloop3.csv,Claude + CRS Reference (R3),0.25,742.0,0.0,742,742,800,1,random_sample
stage3_condition_results_20260603_195710_reloop3.csv,Claude + CRS Reference (R3),0.3,715.0,0.0,715,715,800,1,random_sample
stage3_condition_results_20260603_195710_reloop3.csv,Claude + CRS Reference (R3),0.35,677.0,0.0,677,677,800,1,random_sample
stage3_condition_results_20260603_195710_reloop3.csv,Claude + CRS Reference (R3),0.4,634.0,0.0,634,634,800,1,random_sample
stage3_condition_results_20260603_195710_reloop3.csv,Claude + CRS Reference (R3),0.45,591.0,0.0,591,591,800,1,random_sample
stage3_condition_results_20260603_195710_reloop3.csv,Claude + CRS Reference (R3),0.5,533.0,0.0,533,533,800,1,random_sample
stage3_condition_results_20260603_195710_reloop3.csv,Claude + CRS Reference (R3),0.55,481.0,0.0,481,481,800,1,random_sample
stage3_condition_results_20260603_195710_reloop3.csv,Claude + CRS Reference (R3),0.6,423.0,0.0,423,423,800,1,random_sample
stage3_condition_results_20260603_195710_reloop3.csv,Claude + CRS Reference (R3),0.65,358.0,0.0,358,358,800,1,random_sample
stage3_condition_results_20260603_195710_reloop3.csv,Claude + CRS Reference (R3),0.7,281.0,0.0,281,281,800,1,random_sample
stage3_condition_results_20260603_195710_reloop3.csv,Claude + CRS Reference (R3),0.75,215.0,0.0,215,215,800,1,random_sample
stage3_condition_results_20260603_195710_reloop3.csv,Claude + CRS Reference (R3),0.8,152.0,0.0,152,152,800,1,random_sample
stage3_condition_results_20260603_195710_reloop3.csv,Claude + CRS Reference (R3),0.85,90.0,0.0,90,90,800,1,random_sample
stage3_condition_results_20260603_195710_reloop3.csv,Claude + CRS Reference (R3),0.9,40.0,0.0,40,40,800,1,random_sample
stage3_condition_results_20260603_195710_reloop3.csv,Claude + CRS Reference (R3),0.95,11.0,0.0,11,11,800,1,random_sample
stage3_condition_results_20260603_195710_reloop3.csv,Claude + CRS Reference (R3),1.0,1.0,0.0,1,1,800,1,random_sample
