,FPR,FPR,FNR,FNR,Recall,Recall,F1,F1
,mean,std,mean,std,mean,std,mean,std
source,,,,,,,,
combined_llmdriven,0.008666666666666668,0.0003818813079129857,0.42375,0.03218307008350818,0.57625,0.03218307008350821,0.7268138238521757,0.026165652650433874
offical_no_think,0.01775,0.0011456439237389586,0.1095,0.005165994579942961,0.8905,0.005165994579942972,0.9333107514756146,0.002449511925375999
